,lat,lon,node
93,49.6353278613,9.84013170004,1031475479
94,49.9566991371,11.1061048508,332678244
95,53.5426934252,10.1542666554,249728631
96,53.5426248904,10.1549077034,
97,50.0967999135,8.61621022224,249798683
98,50.7078021054,11.0056212544,392002635
99,50.7076611233,11.0062515736,
100,49.0335738713,9.17932122946,316792232
101,51.8275362529,6.95078104734,324810123
102,49.5825547195,10.9422433376,315770018
103,53.1516428101,8.48118782043,266334519
104,49.5346317801,8.30649018288,1656885553
105,49.0637177495,9.04699712992,1577454407
106,49.2415637294,9.6294978261,1574151617
107,49.9529716038,11.1060109735,332678246
108,53.2545753583,8.41791987419,266334551
109,50.9783313009,13.8479232788,246256368
110,53.8076789035,12.1448841691,359951997
111,49.961763633,12.2292852402,331850124
112,51.5588768013,7.20380187035,322020577
113,53.5742044985,11.4228361845,359952112
114,49.9834581472,11.1090445518,269040222
115,53.7994009502,12.9579153657,266735484
116,48.4542926239,10.332891047,344910521
117,48.4728928207,10.3761926293,344910533
118,49.3954810493,9.86303508282,1108353331
119,49.3880753458,9.83297020197,1108353073
120,49.2302133047,12.2379460931,319194338
121,50.089018652,8.48610162735,256110038
122,50.0893163662,8.48644763231,
123,50.0896588212,8.48681241274,
124,49.3066648245,8.88541281223,1585768420
125,53.8597437141,9.344432652,587743176
126,52.5664499008,13.6912930012,59609182
127,48.1238897028,9.87019389868,251417444
128,47.8318101978,10.2882912755,277723688
129,48.8314824397,11.4134833217,269149628
130,48.9124683018,10.1087629795,876419992
131,48.4071818564,10.2455207705,344910495
132,49.2016111438,10.9513279796,269159027
133,51.5195822141,14.4399431348,1672646962
134,50.6363616432,7.0089662075,2180497580
135,50.6365147477,7.00838416815,
136,50.9585753974,11.2048262358,1669554647
137,49.0642484921,8.35826486349,374059250
138,49.0637915617,8.35870742798,374059250
139,49.3402186415,8.67654651403,1577454776
140,49.3400333917,8.67761135101,
141,49.1395651692,8.29676181078,367162006
142,50.050182949,12.1155810356,1080504092
143,53.3293208139,8.0595177412,312471583
144,50.710293852,8.35000902414,266795395
145,51.5342219698,14.4099667668,1836727424
146,50.8751943595,6.84156417847,244400355
147,50.8749337129,6.84171706438,
148,50.9480791907,13.0926185846,1700604485
149,50.5908760399,8.57300519943,989255932
150,51.1522168043,7.31495529413,684764004
151,48.3991314095,11.011916399,899579283
152,50.8741873079,11.0468548536,2969829665
153,49.1374646874,8.58211666346,509745911
154,48.8569117016,12.704269588,936443563
155,50.8876918354,6.89979225397,244401502
156,49.5630825638,8.36795300245,1656885799
157,49.8992596722,11.1053055525,332678264
158,48.6728423251,10.2483156323,876418991
159,52.2590465427,12.9908582568,81384425
160,51.0540912199,9.30038273335,505061682
161,50.2133929931,11.1438703537,3730695538
162,50.7970587623,11.5326163173,1417969204
163,51.633503671,7.0344042778,273092649
164,50.8641934691,6.84385478497,2471585002
165,50.8638718161,6.84408813715,
166,50.8637076029,6.84431612492,
167,50.9883850716,9.41032379866,505061565
168,53.1093002174,8.56927424669,266334498
169,47.982135737,9.46385264397,346153898
170,51.6906524871,7.69660681486,530803444
171,48.294730804,10.0623098016,344910405
172,51.8341482825,13.2362240553,1832908801
173,54.0999601385,9.58776533604,764931966
174,54.1000261949,9.58684533834,
175,49.2396812209,10.8917453885,269159067
176,49.0300549865,9.09292727709,1577454358
177,52.536747799,13.5243523121,59453224
178,51.2786372909,8.32209527493,535209121
179,52.0100594327,8.64883124828,262703646
180,48.9051698681,8.18181306124,506633235
181,48.2771971511,11.6666838527,272882639
182,47.6403759481,8.14949244261,639544337
183,53.5958477842,11.7692005634,438055667
184,53.6990582781,12.7788376808,266734758
185,50.8328828441,6.78642868996,278390015
186,50.8332809422,6.78672105074,
187,53.7946561512,9.68916624784,201234432
188,51.2688680317,7.00858265162,458392912
189,51.4592765265,7.42481052876,265072863
190,50.4969303994,8.69924336672,358108188
191,50.1525893728,11.9765782356,1080504014
192,48.2767258868,11.7560845613,286924872
193,53.5065952823,10.221439898,1876813577
194,50.8479235085,6.86496376991,2111078080
195,53.8238578508,12.1607065201,359961082
196,49.4761050255,9.33775395155,1584614947
197,47.8715214448,9.82825219631,251417322
198,49.5311902509,10.6397384405,268525976
199,52.9605243808,10.3872835636,310027552
200,50.6123299604,8.45493167639,1689091869
201,51.6888700159,7.6097676158,530810654
202,51.6884476663,7.60948598385,
203,49.2023717461,9.75019723177,876419580
204,50.5367978251,11.5569707751,1531296310
205,50.4328821386,9.61975336075,1615479989
206,49.2945194686,12.0794275403,318903641
207,49.9012533977,10.2818486094,268597011
208,53.6821226826,10.0779792666,247777625
209,49.9799689852,10.1405391097,268621210
210,48.8425446785,12.7328673005,918650607
211,53.4874710122,10.2977272868,249690574
212,50.0125016745,9.25432920456,988283157
213,48.0236853985,10.7861682773,945309214
214,47.9921008713,8.57610046864,1015097531
215,49.4145558053,10.7676959038,268525940
216,50.9781793125,10.7585173845,1669554834
217,51.0166215773,6.81800097227,249747386
218,51.0162790412,6.81820213795,
219,52.0190991855,9.38886612654,308245129
220,52.0189786895,9.38830822706,
221,53.2381533259,9.31255996227,404183073
222,49.5244823154,10.8744746447,265948294
223,49.5242194111,10.8749762177,
224,48.5424683193,10.2494341135,876419479
225,51.5479413192,6.97097808123,844439645
226,51.5475009764,6.97081983089,
227,48.6142607158,12.5170969963,1016781767
228,51.5601808118,7.35576242208,366512984
229,51.839957249,8.07759582996,307445271
230,49.6417530934,12.3169720173,1667221631
231,49.0294447397,8.33047986031,374059481
232,51.2246690047,14.2444100976,1912795282
233,49.3843441383,7.04026758671,1527233024
234,48.9644519941,9.97477054596,876420364
235,52.0060622761,8.6425280571,267470827
236,49.2783291703,9.09808784723,1574638542
237,49.5779791569,12.1253469586,319675958
238,47.9306116678,9.01405155659,349336940
239,49.9338462023,10.9212389588,269044419
240,51.476680488,7.67777502537,535630802
241,50.7382273341,7.90232956409,1652194546
242,50.7383529471,7.90283918381,
243,52.4667023574,7.8830498457,790741509
244,48.2970362885,11.5566596389,272879622
245,51.1570821212,12.5171077251,384359190
246,51.157904733,12.5170111656,
247,47.5794333891,7.9914700985,1033002702
248,50.0222013545,9.17229652405,988283205
249,50.9401175924,11.2994492054,1618252554
250,50.93955308,11.3005167246,
251,53.4567753412,12.4007830024,335678096
252,50.642053394,8.68614345789,662305100
253,52.5465697224,9.04120624065,306162560
254,50.6005980806,11.273624897,1531296574
255,52.5860749992,13.2051023841,59964572
256,50.5324794572,11.5682682395,1531296289
257,49.1335705762,9.14277613163,392408542
258,51.7460918373,7.85177528858,271235277
259,51.7455936296,7.85182625055,
260,47.9218353871,9.50540006161,346153861
261,47.9214327532,9.50525254011,
262,49.3951388962,8.60836476088,1577454845
263,51.4461356143,7.31401383877,1013004716
264,51.2645968941,14.4231820107,1912795194
265,52.2566905548,13.0312818289,81402779
266,51.6116526585,7.89896339178,535388456
267,47.8336521703,10.7096609473,1058880414
268,49.5423303884,9.43284630775,1584666968
269,49.5248462006,12.1355608106,319529143
270,51.4721112541,6.99443399906,771627879
271,53.3009842076,10.2976977825,313536628
272,51.5668403536,6.93056792021,273086989
273,49.5174669858,7.8232473135,1649368946
274,53.7612832365,12.0976504683,359952011
275,49.7321634524,6.815957129,1648029898
276,53.5099753569,11.004832685,696842133
277,50.4244037132,9.61113274097,1615479986
278,50.9556761671,12.9930469394,1834381057
279,47.9449528191,9.16550517082,349336887
280,53.4281127267,8.42893302441,337349397
281,51.4096364679,8.54541063309,535168287
282,47.8684806852,10.7376632094,298664597
283,48.9356346443,12.570631206,963465426
284,53.518953019,9.31721359491,357550232
285,51.6925562618,7.66843020916,530810696
286,49.6994500895,8.42187613249,1629273229
287,50.9453956202,12.9376298189,1834381287
288,48.5263930378,7.84463793039,93786154
289,53.8564849348,9.48235988617,201238588
290,52.0271320711,7.41519749165,536495584
291,50.9964379997,9.38243418932,505061570
292,51.2760047287,8.08409482241,296873664
293,51.9039073766,8.31827580929,346593776
294,52.3645598025,10.7124370337,262640585
295,51.8098784226,13.0794489384,1912620288
296,48.8576828859,9.26511973143,183086083
297,48.7651885295,11.5091362596,269155195
298,48.7649357093,11.5095600486,
299,49.1352798813,8.6570763588,497103184
300,49.1348832716,8.65672498941,
301,54.0322362892,13.1931531429,345020463
302,51.7429430725,7.86128371954,271235279
303,51.7425577656,7.86097258329,
304,50.0557180713,8.45244526863,255454046
305,49.8619061552,8.49931955338,254184107
306,51.8549841612,13.4696111083,2102279491
307,49.9773230555,11.106517911,269040228
308,49.2223500172,9.72040861845,876420023
309,49.4865171835,10.8286491036,365850538
310,50.5973088163,7.06617504358,529040487
311,52.0779367011,11.3123050332,366207603
312,50.8885750779,9.78497207165,1615480645
313,49.0203464275,9.11106437445,1577454336
314,48.560539144,9.24457669258,345939739
315,48.2231090723,9.86153304577,251417492
316,48.3027799182,11.4015501738,309071406
317,53.4176100319,10.424169302,249689763
318,53.4172503594,10.4245957732,
319,50.3849920984,7.63391554356,1652192918
320,50.7808671433,11.5655297041,1417969163
321,51.0877753609,12.5936794281,378809200
322,51.3077381039,7.00503140688,452527073
323,51.3078068505,7.00452715158,
324,50.8654360447,12.8152137995,1695405995
325,50.1429624548,11.1764860153,269040158
326,51.6859883164,7.98135280609,271235312
327,51.6855892207,7.98157542944,
328,50.0629830265,12.0986053348,1080503494
329,51.831199593,7.68027216196,271235384
330,51.8312194837,7.67970889807,
331,50.9986780522,10.4082396626,1669555114
332,51.0474124916,14.0129864216,1867710784
333,48.4604543161,9.71979171038,345872185
334,50.3847885787,9.31153804064,1565204706
335,53.4562195589,10.0983586907,252860645
336,51.969078673,8.59745889902,295431380
337,51.4056294024,11.9400385022,367902941
338,48.9403089063,12.5563323498,963467029
339,48.9403106681,12.5560426712,
340,51.2594206495,14.4075286388,1912795207
341,47.941235391,9.08003658056,349336916
342,50.1730485144,8.31187605858,257151804
343,51.075496787,6.71654105186,524328716
344,49.4853706476,12.0950326324,318999415
345,51.6434415499,8.77621740103,429173325
346,51.6432501373,8.77557903528,
347,50.6124235722,7.03310072422,529676464
348,50.6122023077,7.03258305788,
349,48.3787048746,9.85146403313,345872052
350,49.6411451732,10.0376307964,268580539
351,48.5848955993,9.27602559328,333205095
352,50.590225562,11.1865845323,1531296544
353,49.3335334783,6.79687857628,1451898425
354,49.3338445988,6.79639041424,
355,49.3333796651,6.79697781801,
356,48.9172187624,9.18563783169,1577454223
357,48.917220525,9.18589264154,
358,50.9889000281,11.1305236816,2938972144
359,50.9889084699,11.1302742362,
360,53.2898969836,9.35531973839,408475304
361,50.4480035246,9.63291764259,1615479994
362,48.2406273417,8.81876260042,534394613
363,51.48838466,7.11947858334,272248267
364,51.0011188604,13.9363235235,1700617710
365,49.219655647,10.9152254462,269159074
366,48.653247081,13.0655899644,271396642
367,48.653245309,13.0653083324,
368,50.9647888726,13.8334017992,246259003
369,49.4332969629,12.0773461461,319567290
370,50.4805565195,8.70764136314,358111711
371,50.4805616399,8.70747238398,
372,48.6578998917,8.90674442053,249350923
373,49.8202287531,6.79327905178,4402545734
374,47.8832078164,10.2611580491,1054460898
375,47.8829991543,10.2604714036,
376,47.7154229624,8.37732732296,349337285
377,51.1736661021,6.99094176292,1014822795
378,51.173267551,6.99094444513,
379,53.5986270278,11.3698625565,359952125
380,53.5987925669,11.3691142201,
381,51.408418491,11.8969970942,367894627
382,51.6231206732,7.00152307749,273077456
383,51.0031628964,6.72456085682,269907487
384,51.0035139686,6.72463864088,
385,53.4416244758,10.4173108935,249690548
386,49.9318261995,10.2628666162,268597000
387,50.8487583944,6.5903377533,739453504
388,52.089321136,9.40760403872,1415856651
389,51.9033414057,13.8318005204,1832884431
390,47.838952653,10.7140061259,1058880268
391,51.125066257,12.9058966041,1912663830
392,50.9418905222,9.59829568863,505061517
393,47.9268069385,9.50059354305,346153865
394,49.2085753011,8.51198226213,497073691
395,49.2070402566,8.51781070232,497073693
396,49.1817174138,9.75668013096,876419595
397,49.3254960985,8.67378920317,1577454759
398,50.8216127197,11.0002192855,2711369271
399,50.821621192,11.0005626082,
400,50.8620061847,6.733956635,739453565
401,52.2649794659,13.1650730968,81402752
402,53.1247480034,9.25587147474,357906908
403,53.1469682006,8.49065601826,266334517
404,51.7701155302,14.1799324751,1672647012
405,52.837307954,10.3183346987,310026091
406,48.8009382666,11.4653465152,269150810
407,51.0789159735,6.66070818901,1304649882
408,50.0821466204,9.07609641552,529415227
409,50.0817817366,9.07618492842,
410,54.0877897952,9.5738312602,764932048
411,50.1592193205,8.60540896654,117328549
412,51.4661630465,13.8175821304,1700580593
413,53.2812220621,8.4237536788,266334559
414,48.2627555682,12.0165780187,419899326
415,48.0323062762,9.87316042185,251417402
416,50.8878052027,6.84696882963,244400360
417,48.9442357938,8.2347035408,506633276
418,48.9158791606,8.19507390261,506633259
419,49.308663694,8.75376194715,1585768467
420,50.0303587377,11.1297109723,269040209
421,52.3548610223,12.7843496203,81387069
422,49.4045437477,9.88054990768,1007432881
423,52.2242062155,11.5572309494,1882525629
424,47.8021009402,10.6637120247,298664613
425,49.0118498846,8.73892396688,497103142
426,49.011858681,8.7384518981,
427,50.3453765367,7.50202059746,1627593101
428,48.3817583327,10.1151922345,345685064
429,51.3839667674,6.65254622698,266752529
430,49.5847684353,9.56480026245,1031477768
431,48.9012504867,8.92846763134,497073920
432,50.7563223122,7.6953086257,1027340796
433,53.767499875,9.81608301401,201234465
434,50.5958309561,8.55058997869,493779024
435,50.1298965857,8.35008144379,257151787
436,50.1297951393,8.34965765476,
437,48.560221389,10.2528378367,876420304
438,53.2322149982,9.30556476116,404183065
439,51.2126099485,9.46703642607,1837639896
440,52.8816499029,10.3645223379,310026118
441,48.2184073309,11.4228764176,309929900
442,51.0897684051,9.28372621536,1837722746
443,50.7254996373,8.33904951811,1206313657
444,49.4052122126,10.7722637057,268525932
445,51.4181162345,7.17606782913,820464175
446,52.3106875533,10.3744384646,262642665
447,49.2330612261,8.44474196434,374059102
448,48.0009567544,9.44149106741,346153910
449,50.0100006043,9.05801564455,280050364
450,53.5124237088,10.8589822054,696841996
451,48.6574569541,10.2570998669,876418836
452,51.096675163,12.7141293883,1874131719
453,48.7824550781,8.15464496613,506633191
454,51.4475314517,8.00306528807,844292069
455,50.5514735694,10.997826755,1622594138
456,52.3181285555,10.0702545047,301594464
457,53.0938114453,12.0305925608,335700562
458,52.3763327445,10.6049528718,262640945
459,51.151784419,12.5283139944,369984348
460,52.5291216915,10.3064578772,365938269
461,50.1260156792,8.35602790117,257151785
462,50.125828246,8.3557972312,
463,53.6999872119,10.0371935964,247775818
464,53.7000697828,10.0378668308,
465,48.3729430669,8.86983990669,1019250593
466,48.3733528645,8.87059897184,
467,51.4790125421,12.0725181699,1865543319
468,49.7520099921,6.81670546532,1648029939
469,49.8270309844,6.68895453215,1648030118
470,51.110827424,7.06255942583,1023885092
471,48.9182481162,8.84024709463,497073888
472,48.7723359181,12.826782167,920516830
473,48.2580199688,11.3772144914,309071374
474,49.0523739685,12.4012255669,319215910
475,54.0425235735,13.3284732699,359939367
476,50.9852124758,11.17102772,1669555010
477,51.5479263076,12.586877346,1845198572
478,48.5322831047,12.2700038552,820422900
479,47.8270690236,10.2955117822,1054460853
480,51.2048180986,12.3653885722,253415142
481,50.2589011956,8.8136073947,1023208445
482,53.5372660794,9.22126293182,357550317
483,50.7380032669,8.80548030138,1036416152
484,50.9366053354,10.9056526423,1669554363
485,48.7613925574,11.5867969394,767527782
486,52.2946961531,12.8944194317,81384448
487,50.2366380387,8.26196551323,1652191909
488,50.2368953765,8.26218277216,
489,48.8089531883,10.190243125,876419433
490,53.2382817478,12.0727193356,335700614
491,48.4257370121,11.0255044699,317989185
492,53.7413254304,10.0021129847,247774087
493,53.7409415336,10.0018796325,
494,51.5435326943,14.4582545757,1836727519
495,53.7395994532,9.93948608637,201234499
496,53.7400039855,9.9401807785,
497,48.0029542334,10.7904919982,1058880197
498,49.9495199268,10.252558887,268596994
499,48.4648154314,9.70729798079,289280322
500,53.3182537656,9.3844217062,408475352
501,52.8908151507,9.18574512005,344621501
502,53.3118313829,10.3152501583,472627463
503,54.0876796685,12.2193798423,359961175
504,52.2465904038,13.2065802813,81402744
505,53.199302477,9.27351772785,404183024
506,53.1231464953,10.3864601254,311286069
507,50.9318841601,6.82243466377,1070128478
508,49.5492621014,10.5924189091,268525986
509,48.2151260424,10.8068615198,1016332739
510,51.6078049117,6.64098858833,265909333
511,48.194109015,8.74840557575,1020330407
512,53.391371534,8.38521033525,337374422
513,47.9431812796,9.1876038909,349336881
514,47.9434112598,9.18765485287,
515,50.4300271189,9.61675196886,1615479988
516,52.3118961044,8.79874259233,267466399
517,51.8771996839,14.1941159964,1912859696
518,53.4160849995,12.3926049471,335678106
519,52.1973375209,11.5317472816,366207556
520,51.5353865402,14.3811061978,1692068908
521,50.5772158201,10.9874171019,2773428350
522,50.2742375108,11.0156929493,3423948691
523,51.5480564082,7.98662334681,535257039
524,52.0035838927,8.65308791399,3188837124
525,47.6707880884,8.27042520046,820093480
526,49.9916479736,9.85364735126,268621273
527,53.4188600701,8.40380609035,337349383
528,50.0380961153,8.4000402689,104614976
529,52.6583739694,10.2637276053,309897784
530,51.6364053572,6.94611936808,273077526
531,49.1944531971,10.9574756026,269159025
532,50.9796316256,10.4805976152,1669554851
533,50.6180909921,8.45087081194,1689091875
534,49.0707364499,8.3664804697,374059212
535,49.0702813364,8.36700618267,
536,48.6558906955,12.9554209113,1016782387
537,49.9350512576,10.8897283673,269044412
538,51.4373834941,11.6491609812,367892237
539,51.4492782778,13.6578270793,1723299412
540,54.791698018,9.24859732389,1022475020
541,50.2011721898,11.1607226729,3730736236
542,51.9576206119,6.96682333946,324810315
543,52.3362044206,9.33001577854,1415856909
544,50.3966032446,9.58215683699,1615479951
545,50.9166811879,9.74751770496,1615480655
546,50.9163514421,9.74737018347,1615480655
547,50.8859049948,11.0826703906,2949567685
548,47.9370612757,9.33273285627,349336834
549,49.9763553747,9.07400161028,692885450
550,49.250273118,9.35159951448,1574151691
551,51.0235493765,9.34844523668,505061621
552,49.1402249513,9.14548784494,287412370
553,50.8239611691,6.94261103868,244401710
554,48.2329275459,11.9432866573,419918276
555,48.8639313344,10.1538696885,876420370
556,50.8973812062,6.87610298395,244401499
557,50.8601066177,6.684268713,291057612
558,53.4581184518,10.1025134325,252860808
559,49.8332907531,6.55316233635,1648030164
560,53.8971160926,12.1883305907,359961098
561,49.5884583179,8.01581114531,1649369858
562,51.4680795902,6.96849703789,308975760
563,49.3979388955,8.32830995321,1656884996
564,51.9855227207,8.6373218894,3188837113
565,51.6274699666,6.98925733566,273077497
566,51.6271103165,6.9890588522,
567,51.5592670079,8.8021543622,533672253
568,51.5097975036,12.1793290973,259027315
569,51.5092850086,12.1788221598,
570,48.6622457888,12.9691323638,1016782692
571,50.5603620196,11.4072981477,1531296402
572,51.4602641985,7.42035001516,265072828
573,49.2381453911,9.28249776363,1574151595
574,51.4055005682,11.9354921579,1879559659
575,53.1571821908,12.0395725965,335700581
576,52.3330297535,10.8751612902,262644632
577,48.9321951791,12.5817409158,945376886
578,53.338051631,8.40679943562,266334575
579,51.0565914907,6.96100831032,244313984
580,53.8208480292,12.1838513017,338674891
581,50.2843504322,9.21472907066,1565204565
582,51.3903792665,6.67806208134,266161557
583,53.2387906157,8.41449201107,266334547
584,48.3729145591,10.1117375493,345685185
585,53.4293304942,8.44123631716,337349457
586,53.4298610592,8.44126313925,
587,50.14012437,11.1739727855,269040159
588,50.9759855581,6.66344136,269904927
589,50.9763317695,6.66357547045,269904927
590,50.3838445097,7.5773987174,1627593223
591,50.5825758127,11.3241282105,1531296510
592,50.7901633002,12.0143142343,1625296930
593,48.2757565682,8.81824493408,1020327854
594,47.784923237,10.3502395749,277723650
595,49.6475453239,10.4499855638,268602901
596,48.1004816094,10.7588848472,946027876
597,48.0207666015,9.88069474697,251417397
598,47.9823422041,9.39689666033,349336804
599,49.3066228526,8.67527782917,1585768418
600,51.711589605,11.4035618305,367486070
601,50.5896789493,8.578350842,559893931
602,48.6690960611,9.44465070963,320787954
603,51.9077068095,8.32994878292,346593774
604,51.4650568617,13.868278563,1711543201
605,51.1238777509,13.005669415,1912663850
606,50.3906731941,9.44245934486,1565204879
607,51.6381283016,7.61257588863,530812842
608,51.8261968216,9.25576686859,533737531
609,50.7455734283,11.0053315759,2709704421
610,51.8303492606,8.04150938988,435133287
611,48.7754028134,8.14554154873,506633167
612,48.7752066084,8.14600288868,
613,52.5188649855,11.7574605346,303823230
614,49.3879217032,10.8269941807,268526022
615,50.2725061004,8.81745100021,1023208410
616,47.8011748981,8.41296046972,530283333
617,49.8075665462,12.15644449,331569093
618,51.4187117163,8.02366733551,535254005
619,51.021381387,7.48666763306,1036058198
620,50.5770931821,11.0815814137,1531296453
621,53.5138575639,11.0150304437,696842148
622,51.5466169418,8.81021440029,533672216
623,51.5459880992,8.80964577198,
624,51.3815411322,14.1614493728,1700580571
625,51.6914256455,7.05827862024,537530736
626,51.6912294474,7.05761343241,
627,52.252019254,10.9276789427,262644656
628,50.1933512253,11.1673209071,3930597068
629,50.8658507935,12.8161203861,1700604467
630,49.5086811689,9.3674916029,1584666923
631,51.4915093847,12.0886194706,1707909576
632,49.2367636289,12.2318816185,319194339
633,49.2369632775,12.232144475,
634,49.3069918542,9.763058424,1023189514
635,51.6434631878,7.05660492182,537530651
636,51.6433283669,7.05609798431,
637,50.7597938746,11.0072815418,2916461162
638,51.6284723098,6.94964647293,273086965
639,49.1804269987,8.43335866928,2269326730
640,49.1804795978,8.43282490969,
641,49.5438758818,8.23074996471,1656885649
642,51.4272249196,8.81855338812,535744929
643,50.5570375674,6.59465610981,652444946
644,51.9047000549,8.31024259329,346593779
645,51.1085557417,7.05891430378,1023885187
646,50.9859959363,11.165907383,1669555024
647,50.4031309142,9.58902865648,1615479959
648,50.7747325668,7.82256603241,1027339679
649,50.1740414371,8.61377745867,127776767
650,48.7598401396,12.8572252393,1016818206
651,49.9752289767,10.6901264191,269044493
652,54.0022861384,12.2032865882,359961139
653,49.3426058549,6.80230468512,954413661
654,52.1421966665,11.3990074396,366207583
655,50.6338183339,10.9830155969,2816584387
656,52.3759217515,10.6553864479,262640937
657,51.624804159,7.01544374228,273081775
658,51.7730682173,9.21023637056,420469167
659,51.4218964086,8.56387227774,535168366
660,50.2189332954,8.70540976524,127776731
661,53.1044503096,8.67034256458,567340434
662,53.1050396702,8.67092192173,
663,51.0223650088,6.84479892254,269885354
664,51.0221153092,6.84547752142,
665,47.5817999403,8.0529999733,305965642
666,47.5815158874,8.05410772562,
667,51.6727680612,6.89661383629,752007590
668,54.3182723714,9.74459141493,370603820
669,51.7430925442,11.3443037868,367486122
670,51.0616152274,14.0829357505,1891098355
671,48.7174501539,10.2500402927,452517655
672,54.7758734017,9.25497561693,1022475663
673,49.3815416178,7.13411003351,1527232952
674,48.8092888084,8.1645449996,506633176
675,49.940352798,10.1122444868,268586122
676,49.9407291144,10.1118019223,
677,50.2529899524,9.16391998529,1565204515
678,50.0078252052,9.41968470812,268628347
679,48.2359039849,9.86128628254,251417512
680,48.5345245605,11.7397874594,1016717845
681,51.5273690876,6.7131587863,418972810
682,50.8928556902,11.4480757713,1417969414
683,51.4398529823,13.6083939672,1723299401
684,48.4582327067,10.3385826945,344910523
685,51.6168074616,7.00239479542,273081761
686,51.6168124579,7.0014077425,
687,53.4727461828,10.149205327,252862414
688,50.4148965713,9.60109055042,1615479979
689,50.6540725282,12.8240516782,1695405932
690,53.5208507001,9.45926070213,247786978
691,51.2141926907,7.02260524035,1014838245
692,48.6948785327,10.2551445365,773193522
693,52.3010146764,10.0435048342,324247351
694,53.8340889938,9.58451986313,201234407
695,51.6229941179,7.00251817703,273081767
696,50.7022032605,7.00986742973,244423008
697,50.7022134532,7.00926661491,
698,48.8961088077,8.88869047165,497073912
699,50.5535117901,11.5133285522,1531296375
700,51.4069930153,14.1562592983,1912778944
701,53.7285185145,11.9945034385,359952026
702,49.9756895439,10.6811061502,269051515
703,48.0575758263,8.62984657288,529121929
704,52.590409592,13.1948429346,59964560
