,lat,lon,osm_id
19839,49.1040056,8.9927181,1577454458
19840,49.16503,8.9089243,1577454522
19841,49.098205,8.9910754,1577454454
19842,49.0913221,8.9902513,1577454446
19843,49.0854046,8.9926343,1577454444
19844,49.087821,8.9898487,1577454445
19845,49.1131503,8.9923519,1577454461
19846,49.1482958,8.9266939,1577454507
19847,49.1356164,8.9627693,1577454489
19848,49.0771318,9.0222626,1577454429
19849,49.0762501,9.0262585,1577454427
19850,49.1330869,8.9699444,1577454479
19851,49.134439,8.9661264,1577454481
19852,49.0828478,8.9956497,1577454443
19853,49.0809584,9.0044498,1577454441
19854,49.1158538,8.9917826,1577454463
19855,49.0682246,9.0404236,1577454416
19856,49.0779963,9.0180968,1577454431
19857,49.059517,9.0529897,1577454403
19858,49.0659981,9.0436314,1577454411
19859,49.046976,9.0711089,1577454381
19860,49.0493027,9.0677331,1577454387
19861,49.0754385,9.0299399,1577454426
19862,49.073206,9.0331894,1577454424
19863,49.0438704,9.0755757,1577454380
19864,49.0800024,9.0088247,1577454436
19865,49.0276364,9.0974513,1577454357
19866,49.0416654,9.0787511,1577454375
19867,49.0707267,9.0367996,1577454422
19868,49.0339674,9.085647,1577454367
19869,49.0389904,9.0811462,1577454370
19870,49.081823,9.0003943,1577454442
19871,49.0515264,9.0645656,1577454391
19872,49.0637001,9.0469574,1577454407
19873,49.0614574,9.0501975,1577454404
19874,49.0300544,9.0929563,1577454358
19875,49.0567718,9.0569835,1577454399
19876,49.0219541,9.107993,1577454350
19877,49.1072372,8.9935586,1577454459
19878,49.0790389,9.0133917,1577454434
19879,49.014298,9.1112734,1577454334
19880,49.0323424,9.0887076,1577454359
19881,49.0203541,9.1110399,1577454336
19882,49.0180944,9.1111176,1577454335
19883,49.0028012,9.1183337,1577454314
19884,48.9970926,9.1218167,1577454310
19885,49.0004206,9.1197856,1577454312
19886,48.9946533,9.1232894,1577454309
19887,48.9903788,9.1288763,1577454307
19888,49.00574,9.116573,1577454328
19889,49.0241609,9.1039239,1577454353
19890,48.9915125,9.1252318,1577454308
19891,49.1383825,8.9549153,1577454491
19892,48.9893026,9.1322733,1577454292
19893,49.0368001,9.0831105,2087696795
19894,49.0113278,9.1130856,1577454332
19895,49.0542202,9.0606317,1577454396
19896,48.9873892,9.1392226,1577454290
19897,48.9854994,9.1460275,1577454288
19898,48.9807796,9.1570798,1577454277
19899,48.9866056,9.141943,1577454289
19900,48.9840468,9.1513554,1577454287
19901,49.0087857,9.1146092,1577454331
19902,49.0947124,8.9906642,1577454453
19903,48.9754076,9.1614224,1577454275
19904,49.0259197,9.1006543,1577454355
19905,48.9829288,9.155347,1577454278
19906,48.9685122,9.1655273,1577454263
19907,48.9321903,9.1711379,1577454242
19908,48.9711117,9.1649657,1577454265
19909,48.9268375,9.170522,1577454239
19910,48.9574067,9.1680606,1577454259
19911,48.9207052,9.1762411,1577454229
19912,48.9732001,9.1632161,1577454273
19913,48.9179886,9.1829606,1577454225
19914,48.9625122,9.1669196,1577454261
19915,48.954396,9.1687747,1577454253
19916,48.938322,9.1710372,1577454244
19917,48.9163243,9.1900225,1577454221
19918,48.9353632,9.1710619,1577454243
19919,48.9172089,9.1859622,1577454223
19920,48.9658185,9.1661518,1577454262
19921,49.2309036,9.7078202,876419620
19922,49.0378027,9.1785433,1822241876
19923,48.9598813,9.1674981,1577454260
19924,48.9512686,9.1695013,1577454251
19925,48.9455674,9.1708349,1577454247
19926,48.9485882,9.1701608,1577454249
19927,49.0113058,8.304448,3246093011
19928,49.2203771,9.7234564,876419660
19929,48.9781491,9.1592062,1577454276
19930,49.2249455,9.7166513,876419632
19931,49.2281383,9.7118809,876418994
19932,48.9416275,9.1709249,1577454245
19933,49.0382726,9.178546,1822241898
19934,48.9223943,9.1733216,1577454233
19935,49.2223229,9.7204758,876420023
19936,48.9189291,9.179376,1577454227
19937,49.2131901,9.7341643,876419711
19938,49.2064357,9.7442702,876419552
19939,49.2086567,9.7409294,876420423
19940,48.9302341,9.1709274,1577454241
19941,49.1921274,9.7535311,876419355
19942,49.0115534,8.3044576,3246093015
19943,49.2149685,9.731569,876420206
