epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.88025315270171822,0.57301171466946321,0.88209050574676484,0.56228482632062626
1,0.88749260214276859,0.32878941489469321,0.88209050574676484,0.51816887639752618
2,0.88744707005611123,0.29750826001460395,0.88209050574676484,0.44567090922514296
3,0.88853981699746187,0.28246948392058052,0.8818780559502718,0.31963992297383459
4,0.89309292855019806,0.27064730170205908,0.88782663828556219,0.2862250108468905
5,0.89746391625860944,0.26173465326988149,0.89335032554855009,0.28001392188727137
6,0.9006510920544788,0.25434132352453032,0.89441257453101541,0.27420112097468474
7,0.90301871217513507,0.24930659908607444,0.89738687380929905,0.27504283066309509
8,0.90570504658698647,0.24310611861111314,0.89802421894401707,0.2638924740364097
9,0.90789054178048512,0.23786682791762656,0.89972381518858113,0.26252456299053628
10,0.91048581469760792,0.23325329760094352,0.90099851290384925,0.25816715490654674
11,0.91185174868774777,0.22829459603733906,0.90184830996244103,0.25312052108466132
12,0.91412830417915991,0.22302324190001038,0.90418525453279397,0.2518584386910353
13,0.91640485972756325,0.2181081426809629,0.90269810808472306,0.26845168691054888
14,0.91754313704583546,0.21359429563301668,0.90800934448752757,0.24146147399732382
15,0.92000181820529059,0.20962539999117993,0.91055873672699306,0.24142043188408996
16,0.92309793438714083,0.20510211186792629,0.90970894392316248,0.23699688885795456
17,0.92350771461837755,0.20032690966158612,0.90482260285858296,0.24385278779892233
18,0.92601192598378068,0.19680569120939109,0.91055874204544451,0.23045833457624593
19,0.92724126576563159,0.19249773277902257,0.91013384032507771,0.23143451476625154
20,0.92938122853052585,0.18769106502953717,0.91310813322121964,0.22992908937881484
21,0.93120247506652432,0.18445508183066497,0.91098363844735974,0.22724373955362689
22,0.93338796592869244,0.18010383683171954,0.91948162286125068,0.22090705688757889
23,0.93443518334798936,0.17606528862962761,0.91332058620878354,0.22434956428919575
24,0.93607430262019153,0.17208224567758337,0.91841937387878536,0.21916990937965455
25,0.93730364257301602,0.16845810611201448,0.91756957575650333,0.22202034097775067
26,0.93885170143332219,0.16476344457945688,0.92160611869880082,0.21215046134434873
27,0.93962572952418233,0.16118720339211981,0.9126832368193043,0.22867301782656049
28,0.94121932104105765,0.15879335627621305,0.91162099209160008,0.22472546801298685
29,0.94285844105414529,0.15548960780074828,0.92224346596089957,0.2088034859098081
30,0.94340481361296147,0.15140896470877108,0.91756957788388394,0.21583050715400487
31,0.94627327357887359,0.14791594901024327,0.92139366890230778,0.20798112934014842
32,0.94595455564024211,0.14497100681844036,0.92585511037390122,0.20559724050510492
33,0.94773027026055701,0.14246599418537945,0.92521775460228028,0.20203877996992844
34,0.94886854797776743,0.13933572169251332,0.92436796073475946,0.20647708619182004
35,0.95041660495736435,0.13666769502011011,0.91778202768037698,0.2232495534837417
36,0.95173700857058263,0.13294875378870699,0.91969407159405347,0.21047209961953589
37,0.95255656869110883,0.12978973571328645,0.91926916987368679,0.21869946131096896
38,0.95483312452446811,0.12646971928537618,0.92776715109650687,0.20552183434823046
39,0.95519737164320606,0.12406283357913271,0.92712980277071799,0.21531986344250725
40,0.95706414713134635,0.12139937551502582,0.92691735510160544,0.21266987363032053
41,0.95683649655753611,0.1189607791322744,0.92797959982930966,0.21815598055000915
42,0.95906751762565212,0.11616376334445884,0.92925429541719728,0.20034483688129046
43,0.96097982400363469,0.11267750454704514,0.92755470130001383,0.20097192117874318
44,0.96111641758502042,0.11143613330792931,0.93095389272545159,0.19716794882325836
45,0.96330191175267765,0.1078460046444218,0.93159124317862108,0.19500672566592267
46,0.96403040752891567,0.10536420524421571,0.92840450367705696,0.20816043069511367
47,0.9646678451159143,0.10261228023685404,0.93201614383529752,0.20879058773974235
48,0.96676227596512487,0.099972948791216737,0.92989164693405701,0.20935559250981831
49,0.96758183505980955,0.097406477601113595,0.93244103704614201,0.19480550909382835
50,0.9685379903574749,0.095299271253260612,0.93010409673055017,0.2018120597366545
51,0.96912989340719513,0.093794801535908925,0.9328659387665087,0.19801489013520832
52,0.97126985679899236,0.090440459770267906,0.930528995259846,0.21109911067431486
53,0.97213494752440488,0.087418461135279332,0.92840449942229586,0.2017161277899788
54,0.97300003750893183,0.085821406925197602,0.93307838962669198,0.19602157850230412
55,0.97350087929188822,0.083750294798774202,0.93350329028336843,0.20293203349996281
56,0.9733642878191765,0.081666716409440315,0.93371573795248097,0.21157565100446171
57,0.97568637294662475,0.078798806741823504,0.93371574007986158,0.20537073250712767
58,0.977416554226476,0.076654199800348363,0.93222859256810031,0.2016378655427814
59,0.97773527398882565,0.075159344718362969,0.92967919820125422,0.2082436974816276
60,0.97796292792511608,0.072875497666535005,0.93159124105124047,0.2160315761013803
61,0.97923779853981807,0.071357376458271657,0.93499043779512969,0.2116954024546347
62,0.9795565167064143,0.068766800701219252,0.93116634358563488,0.20447629746500762
63,0.98096798033259014,0.067003765294964143,0.93329083623211428,0.20397751811129641
64,0.98110457482583502,0.0653203768700691,0.93307838643562113,0.20474714805402333
65,0.98269816343615968,0.062259682062735994,0.89696196783417115,0.24616059642926172
66,0.98306241266357164,0.061207910946989755,0.93626513551039781,0.21440179274198429
67,0.98379091208724601,0.059464194319695497,0.92266836342650516,0.2541330342755016
68,0.98538449950075557,0.057425178442414446,0.93796472856389101,0.21549791632424339
69,0.9852934390318685,0.055776072066369364,0.92755470342739443,0.20444383588871801
70,0.98593087337036922,0.055052009666217205,0.93435308734196021,0.22091301993708501
71,0.98716021349416727,0.052600026807955516,0.93222859044071971,0.21596327874218302
72,0.98720574563781582,0.051492353486808785,0.93477798587125605,0.20817459654686243
73,0.98779765108116602,0.049334450651979431,0.93541533738811578,0.21517825429342624
74,0.98820743171134096,0.047793332100109949,0.93180368978404327,0.22202262933614708
75,0.98980102117653346,0.046502348719213833,0.93499043673143944,0.23813704117569287
76,0.9898010192388329,0.04549608441173273,0.91650732677403801,0.30075381213883406
77,0.99107589065141166,0.04413601531057007,0.93711493150529923,0.21266540000185494
78,0.99021079992599914,0.042570948999707384,0.93711493256898959,0.21386031887996787
79,0.99130354652540265,0.040271770271662559,0.9366900308486229,0.21134698923725878
80,0.99216863953046275,0.039301306689116099,0.93669003403969375,0.22545847352540715
81,0.99280607711746138,0.038536116922254643,0.93584023379003112,0.2188598356518949
82,0.99266948199731342,0.038031161600069224,0.93414063754546706,0.24369641036327058
83,0.99271501317211164,0.036736740159900472,0.93562778186615747,0.2252643528982636
84,0.99317032492009361,0.034924845070892503,0.93753983109828543,0.22400765338766587
85,0.99367116761490903,0.034257917988955312,0.93477798587125605,0.21995901616012417
86,0.99426307220339138,0.0327644981403174,0.93796472856389101,0.22792093524408993
87,0.99435413455298782,0.031756796860748622,0.93562778292984772,0.23785488293883125
88,0.99508263334975899,0.03072943585750396,0.93838962922056746,0.22405748915133808
89,0.99476391512617157,0.030284738003253008,0.93095389378914184,0.21764069997187327
90,0.99467285323250476,0.029460015662066387,0.9383896302842577,0.23203982803730178
91,0.99490050910649575,0.028666292810923269,0.93796472537282016,0.23635814265764116
92,0.99558347650050405,0.027634276895636401,0.93690248064511594,0.25102147286570259
93,0.9958566638342492,0.026674285845258834,0.93180369191142387,0.24447516304570791
94,0.99521922733008317,0.026596656648612358,0.93499043354036859,0.24018503094823299
95,0.9959021944961266,0.025477556689093957,0.93647758317951035,0.25354248604786489
96,0.9959932570736878,0.024495715348808438,0.93753982897090482,0.24118861093983016
97,0.99576560165562633,0.023913279914608454,0.93095389059807099,0.24440231640010579
98,0.99653963139923096,0.023218897866534742,0.93669003191231315,0.23042720442470413
99,0.99658516211809967,0.022694551437969026,0.93838963134794795,0.25173296587104826
100,0.99676728681729243,0.022059314530976336,0.93817717836038406,0.25065634230356854
101,0.99681281799209065,0.021686154500508939,0.93902697861004669,0.24254698719689236
102,0.99740472326446727,0.02031766229561404,0.93838962815687721,0.24511454828051463
103,0.99685834893892411,0.020138853168901957,0.93881452668617305,0.24783287858047359
104,0.99713153598771331,0.01913071939386626,0.93711493044160898,0.24844530182834204
105,0.99726812996803749,0.019004093129566916,0.93881452881355354,0.25220332569884907
