epoch,binary_accuracy,binary_crossentropy,loss,val_binary_accuracy,val_binary_crossentropy,val_loss
0,0.53505227757510387,0.68759113056830035,0.68759113056830035,0.55013377457033197,0.68394077279063781,0.68394077279063781
1,0.55665966005759571,0.68228139115416064,0.68228139115416064,0.59160402810927459,0.68021357763434753,0.68021357763434753
2,0.57949550948126471,0.6785815007849787,0.67858150411741058,0.57542362135221192,0.67642152288154755,0.67642152288154755
3,0.58451857753404124,0.67527368340691807,0.67527368340691807,0.59383360807843111,0.67329170306270514,0.67329170306270514
4,0.59396412901677764,0.6723131996737024,0.67231319800748646,0.60542744420139416,0.6705755831360255,0.6705755831360255
5,0.60123938715352798,0.66962164795983514,0.66962164795983514,0.60631927831535326,0.66797551314896697,0.66797551314896697
6,0.60324588508558574,0.66728263026955759,0.66728263026955759,0.60842145541805059,0.66570635734355921,0.66570635734355921
7,0.60582566654739756,0.6651435069912095,0.6651435069912095,0.61517390947855877,0.66381687323809246,0.66381687323809246
8,0.60906063206498939,0.66322481524839838,0.66322481524839838,0.61268951428408891,0.66180789830624209,0.66180789830624209
9,0.60889683643952985,0.66146853343004197,0.66146853343004197,0.62128933363924332,0.66042699864266374,0.66042699864266374
10,0.61236384536947219,0.65994908945790409,0.65994908945790409,0.61268951451950038,0.65853130129404558,0.65853130129404558
11,0.61132647152475006,0.65848025706355162,0.65848025872976756,0.6172123815409164,0.65723863811701899,0.6572386329455624
12,0.61416559716816932,0.65717555303342678,0.65717555303342678,0.61504650129635841,0.65586873955416181,0.65586873955416181
13,0.61364691081612921,0.65599549565176352,0.65599549565176352,0.62421964688549558,0.65526055270569361,0.65526055270569361
14,0.61693647398168538,0.65480948852537912,0.65480948852537912,0.6109058456764751,0.6536730597362137,0.6536730597362137
15,0.61503917437859024,0.65397802812357808,0.65397802812357808,0.61389985765252297,0.65262987802310846,0.65262987802310846
16,0.61476618227425361,0.65307054874440162,0.65307054874440162,0.62135304005408165,0.65188682077037008,0.65188682077037008
17,0.61660888361919786,0.65218325640449637,0.65218325640449637,0.61976047645998478,0.6509654962389253,0.6509654962389253
18,0.61674537924667638,0.65138547610424291,0.65138547610424291,0.62466556052521305,0.65039932863744809,0.65039933641361791
19,0.61853348317471346,0.65058450825153014,0.65058450658531419,0.61899604787035556,0.64937170230137919,0.64937170230137919
20,0.61752340940119466,0.64999301440202062,0.64999301440202062,0.61810421892785317,0.64870722281095983,0.64870722281095983
21,0.61801479638496626,0.6494095168676447,0.64940951853386064,0.62154414316911977,0.64814840255838879,0.64814840255838879
22,0.61891567226722954,0.64879238902944847,0.64879238902944847,0.62415594108576444,0.64768656838060201,0.64768656838060201
23,0.61965275360447014,0.64824204970329058,0.64824204970329058,0.62148044481901987,0.64698360684358747,0.64698360684358747
