epoch,acc,loss,val_acc,val_loss
0,0.66472942073170727,0.63960861069400132,0.6734154929577465,0.63210864721889226
1,0.66472942073170727,0.63915558395589267,0.67165492957746475,0.63329073660810231
2,0.66472942073170727,0.63913868876492108,0.67297535211267601,0.63242809201630068
3,0.66472942073170727,0.63912335501574891,0.67297535211267601,0.63244349687871804
4,0.66472942073170727,0.63910834018777052,0.67429577464788737,0.63158641734593346
5,0.66472942073170727,0.63909349436076679,0.67385563380281688,0.63189416284292521
6,0.66472942073170727,0.63907880599542366,0.67253521126760563,0.63278079116848152
7,0.66472942073170727,0.63906426900407165,0.67429577464788737,0.63163887530985008
8,0.66472942073170727,0.63904987084792886,0.6734154929577465,0.63223433998269096
9,0.66472942073170727,0.63903561997704394,0.67297535211267601,0.63253941418419424
10,0.66472942073170727,0.63902151184837996,0.67473591549295775,0.63140425799598154
11,0.66472942073170727,0.63900752747204248,0.67429577464788737,0.6317099760955488
12,0.66472942073170727,0.63899366839266403,0.67517605633802813,0.63115394619149223
13,0.66472942073170727,0.63897992797741077,0.67385563380281688,0.63203213752155574
14,0.66472942073170727,0.6389663034095997,0.67121478873239437,0.63376540113502822
15,0.66472942073170727,0.63895278778381459,0.6734154929577465,0.63235231184623608
16,0.66472942073170727,0.63893937428550018,0.6734154929577465,0.63236914973863412
17,0.66472942073170727,0.63892605928022683,0.67429577464788737,0.6318166667306927
18,0.66472942073170727,0.63891283131954146,0.67561619718309862,0.63098163587946288
19,0.66472942073170727,0.63889967995445907,0.67253521126760563,0.63298662951294804
20,0.66472942073170727,0.63888658846660362,0.67253521126760563,0.63300232232456477
21,0.66472942073170727,0.63887353777521994,0.67209507042253525,0.633300566337478
22,0.66472942073170727,0.6388605174313231,0.67077464788732399,0.63416305562140241
23,0.66472942073170727,0.6388474819136829,0.67253521126760563,0.63304787874221802
24,0.66472942073170727,0.63883441123293672,0.6734154929577465,0.6324992364561054
25,0.66472942073170727,0.63882124305861754,0.67429577464788737,0.63195205490354078
26,0.66472942073170727,0.63880793386843149,0.67077464788732399,0.63421440292412123
27,0.66472942073170727,0.63879438371556563,0.6734154929577465,0.63254334557224323
28,0.66472942073170727,0.63878048347627248,0.67473591549295775,0.63171641423668656
29,0.66472942073170727,0.63876605597211089,0.67209507042253525,0.63340792941375512
30,0.66472942073170727,0.63875085133604892,0.67253521126760563,0.63313858441903559
31,0.66472942073170727,0.63873449349548761,0.67077464788732399,0.63426304954878043
32,0.66472942073170727,0.63871639467230656,0.67253521126760563,0.6331525881525496
33,0.66472942073170727,0.63869559455935543,0.67165492957746475,0.6337122614954559
34,0.66472942073170727,0.63867043258576861,0.6734154929577465,0.63259742797260554
35,0.66472942073170727,0.63863781576112999,0.67385563380281688,0.63230202567409466
36,0.66472942073170727,0.63859155610567186,0.67473591549295775,0.63171646040929874
37,0.66472942073170727,0.63851784260534661,0.67165492957746475,0.63357996017160545
38,0.66472942073170727,0.63838225975632668,0.67429577464788737,0.63174494723199115
39,0.66472942073170727,0.63809570433889951,0.67209507042253525,0.63268517692324144
40,0.66472942073170727,0.63750785571045987,0.67385563380281688,0.63080805540084839
41,0.66472942073170727,0.63662232049718137,0.6734154929577465,0.6300761741651616
42,0.66472942073170727,0.6353107747144815,0.6734154929577465,0.628182053565979
43,0.66472942073170727,0.6318123893039983,0.67473591549295775,0.61985508153136348
44,0.72332317073170727,0.58536033841168011,0.7953345070422535,0.52222050873326586
45,0.86652057926829273,0.45530863169853281,0.86883802816901412,0.44875616338891045
46,0.87995426829268297,0.43270987145057538,0.8692781690140845,0.44172050037854155
47,0.88729039634146345,0.42518073747434265,0.87984154929577463,0.43254863838074914
48,0.89129192073170727,0.42037233065177754,0.88952464788732399,0.42015693892895334
