epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.58496901530513423,0.66321780070707648,0.5015925597781542,0.69293575720325951
1,0.61244574269161212,0.64657356993467552,0.51586189297661389,0.69224127500979726
2,0.62059457835933474,0.63798065174775054,0.53611925145230754,0.69037523055049266
3,0.62602713550098121,0.63226811859180798,0.57026372785582813,0.68494748851268483
4,0.62769239169823432,0.62892175596829258,0.59408841829935388,0.67768209849152383
5,0.63140509404765377,0.62580958164892564,0.6082303475416273,0.65766651111889041
6,0.63533619064191404,0.62256785281274463,0.6241559429918373,0.6397435092777185
7,0.63880319947259945,0.61987649090430463,0.62033380029429019,0.63652168054279357
8,0.64161502552157434,0.61743426313662175,0.62734106253295785,0.6312993709973308
9,0.64330758100736507,0.61474019935977131,0.5604535604391998,0.65532544080976285
10,0.6452731293313434,0.61224927130718132,0.63218244420052916,0.62714877608840303
11,0.64934072233574813,0.60952270807132569,0.62606701531642894,0.62901649054090969
12,0.65076028499474137,0.60802282232580973,0.55408332262514259,0.66579046330188907
13,0.65419999453038058,0.60453286240048854,0.62390113354549392,0.64036653060520632
14,0.65545576149720053,0.60211571170996625,0.59013887083686856,0.64318617064719874
15,0.66187109277886946,0.59872477816954828,0.64759841955821362,0.61488219068557359
16,0.66460102100128371,0.59554926544490516,0.54541979860934442,0.69495444663665384
17,0.66727635062221535,0.59263910511384765,0.66237737297449828,0.59948011517813293
18,0.67317299556486154,0.5888474513185864,0.64313925330176269,0.60302219828734327
19,0.6813900794490465,0.58480356977442249,0.61421837226070863,0.61774275270688761
20,0.68417460619646664,0.58013111732863332,0.60835775239009859,0.67253384062827415
21,0.69181840517268955,0.5754354570103376,0.55930691747122285,0.7312155213382141
22,0.69684147306437683,0.57047711930727052,0.68110587315462789,0.59635824833816597
23,0.70467636700015746,0.56515990589601672,0.55739584608068282,0.85301491765858095
24,0.70912614998388268,0.55968654027998832,0.55357370304900344,0.8226598653767212
25,0.71682454750301028,0.55377693557156082,0.65001911085902508,0.5921803221822256
26,0.72209330894109325,0.54658324803706193,0.62275449107871539,0.65208145159340947
27,0.72482323714398145,0.54051853880594969,0.58567970414756443,0.67610564148643237
28,0.72744396823177149,0.53653237659298347,0.63549496800538952,0.61108575125137909
29,0.73372280310492322,0.53013985361905436,0.52796534581280985,1.5668874471897472
30,0.73503316862929224,0.52666374175763531,0.60224232358953156,0.75920542661878532
31,0.73871857171620869,0.51982429316964762,0.54631163204744493,0.92249232277716475
32,0.73882776884432422,0.51806362292250496,0.53459039427304911,1.8600880740053078
33,0.74409653026938993,0.51257370959524273,0.53994139320061518,1.3791508421744187
34,0.74477901230709476,0.51094136568558879,0.69435596947518707,0.5641680686834406
35,0.75135813928256412,0.50378412425002228,0.53446298950811089,1.3821318879038198
36,0.75681799568834063,0.49658758521311075,0.62300929992513943,0.65722492848677094
37,0.75550763015095423,0.49540838757772149,0.75003185140386419,0.51557282963168438
38,0.76058529659530905,0.48960431939501625,0.74952223242764449,0.51567465451161931
39,0.76162266933844125,0.48719778013172094,0.69397375458045318,0.56730289135120193
40,0.76528077311078557,0.48170900169684427,0.70301949229114657,0.55383481293943282
41,0.76454369249600573,0.4817313765972468,0.74213275512717669,0.51505748247368233
42,0.77063143238844656,0.47465454783415817,0.604153395663524,0.68834341741060812
43,0.77112281946496641,0.46987077869851779,0.66097592004379169,0.64978184986606591
44,0.771532308688891,0.46837632733420248,0.56529494150685178,1.0052175769791936
45,0.77502661678858797,0.46468499060172563,0.68543763559538018,0.57633370540752304
46,0.77931260407363123,0.46142494749929813,0.69180787400935684,0.59691339040929492
47,0.78043187465634145,0.45799112120130547,0.53853994138621419,1.5251228090516624
48,0.78324370067928173,0.45537234630391671,0.55650401264258231,1.2767349037338569
49,0.7867380087789787,0.44921700617321414,0.53599184608744999,1.8550983527341851
50,0.78373508777370038,0.44962845104650795,0.73028411258784265,0.51463625881835628
51,0.78886735280326614,0.44421886934187088,0.57739839502650014,0.92397431366488292
52,0.79001392262244463,0.44393736543358864,0.59383360910360972,1.0397307998755279
53,0.79047801042995292,0.44019323990303411,0.67155051621711548,0.6769592656969553
54,0.79080560182731685,0.43922284955992191,0.53510001333280188,2.0070213010651639
55,0.79424531134343002,0.43509379313783614,0.56860746624576375,1.4908299392341033
56,0.79591056754719192,0.43317131057150982,0.53459039427304911,2.6241453468214861
57,0.79561027546277296,0.43111060149826308,0.73627213695760385,0.53569408226034443
58,0.79787611584676277,0.42700022374987129,0.582367180259171,0.91283265007941006
